UserId,Id,HelpfulnessNumerator,Score,Text,ReviewLength,ReviewCount,SentimentLabels,SentimentScores
A106ZCP7RSXMRU,218747,2,5,"We love Garden of Eatin' chips. Our favorites varieties are Hot Dpicy Blues and Guacamole. This brand is healthy and organic so you can enjoy the great taste without reservation. I just wish Amazon would stock more, too often they are sold out!!!",246,40,POSITIVE,0.9992412328720093
A106ZCP7RSXMRU,218785,2,5,"We only buy organic natural foods without any hydrogenated oil or MSG. These chips are the best we have ever tried. We like the other Garden of Eatin' flavors we have ordered, but these hot spicy blues are the best. Truly if you like spicy you will crave these and nothing else will do. Even our 9-yr-old loves them! As of this writing we are down to 1 bag and they are currently unavailable - Amazon, please BRING THESE BACK!",426,40,POSITIVE,0.9956971406936646
A106ZCP7RSXMRU,224480,2,5,"We love Garden of Eatin' chips. Our favorites varieties are Hot Dpicy Blues and Guacamole. This brand is healthy and organic so you can enjoy the great taste without reservation. I just wish Amazon would stock more, too often they are sold out!!!",246,40,POSITIVE,0.9992412328720093
A106ZCP7RSXMRU,224518,2,5,"We only buy organic natural foods without any hydrogenated oil or MSG. These chips are the best we have ever tried. We like the other Garden of Eatin' flavors we have ordered, but these hot spicy blues are the best. Truly if you like spicy you will crave these and nothing else will do. Even our 9-yr-old loves them! As of this writing we are down to 1 bag and they are currently unavailable - Amazon, please BRING THESE BACK!",426,40,POSITIVE,0.9956971406936646
A106ZCP7RSXMRU,224850,1,5,This is excellent soup. No MSG or other horrors as are found in so many standard store brands. Ready to heat from the can. The vegetables are good sized and not mush. The soup base is very tasty. We like to add a bit of cayenne pepper for a little kick. Topped with some shredded cheese it is irresistable. Our daughter hates most soups but she likes this one -- enough said!,375,40,POSITIVE,0.9964246153831482
A106ZCP7RSXMRU,243906,2,5,"We love Garden of Eatin' chips. Our favorites varieties are Hot Dpicy Blues and Guacamole. This brand is healthy and organic so you can enjoy the great taste without reservation. I just wish Amazon would stock more, too often they are sold out!!!",246,40,POSITIVE,0.9992412328720093
A106ZCP7RSXMRU,243944,2,5,"We only buy organic natural foods without any hydrogenated oil or MSG. These chips are the best we have ever tried. We like the other Garden of Eatin' flavors we have ordered, but these hot spicy blues are the best. Truly if you like spicy you will crave these and nothing else will do. Even our 9-yr-old loves them! As of this writing we are down to 1 bag and they are currently unavailable - Amazon, please BRING THESE BACK!",426,40,POSITIVE,0.9956971406936646
A106ZCP7RSXMRU,279047,2,5,"We love Garden of Eatin' chips. Our favorites varieties are Hot Dpicy Blues and Guacamole. This brand is healthy and organic so you can enjoy the great taste without reservation. I just wish Amazon would stock more, too often they are sold out!!!",246,40,POSITIVE,0.9992412328720093
A106ZCP7RSXMRU,279085,2,5,"We only buy organic natural foods without any hydrogenated oil or MSG. These chips are the best we have ever tried. We like the other Garden of Eatin' flavors we have ordered, but these hot spicy blues are the best. Truly if you like spicy you will crave these and nothing else will do. Even our 9-yr-old loves them! As of this writing we are down to 1 bag and they are currently unavailable - Amazon, please BRING THESE BACK!",426,40,POSITIVE,0.9956971406936646
A106ZCP7RSXMRU,285973,4,5,"My cats love all of the Natural Value cat foods. I like the quality ingredients in this brand. I prefer feeding them the chicken or turkey pate since it doesn't have a fishy smell. They gobble this up like there's no tomorrow. All of them (and we have a lot of cats!) love this food. The price is great through Amazon with free shipping. I don't order it from a reseller so can't comment on that, but the Amazon orders always arrive in great shape. Now if they will just put in on Subscribe & Save!",498,40,POSITIVE,0.99946528673172
A106ZCP7RSXMRU,304649,2,5,"We love Garden of Eatin' chips. Our favorites varieties are Hot Dpicy Blues and Guacamole. This brand is healthy and organic so you can enjoy the great taste without reservation. I just wish Amazon would stock more, too often they are sold out!!!",246,40,POSITIVE,0.9992412328720093
A106ZCP7RSXMRU,304687,2,5,"We only buy organic natural foods without any hydrogenated oil or MSG. These chips are the best we have ever tried. We like the other Garden of Eatin' flavors we have ordered, but these hot spicy blues are the best. Truly if you like spicy you will crave these and nothing else will do. Even our 9-yr-old loves them! As of this writing we are down to 1 bag and they are currently unavailable - Amazon, please BRING THESE BACK!",426,40,POSITIVE,0.9956971406936646
A106ZCP7RSXMRU,305157,2,5,"We love Garden of Eatin' chips. Our favorites varieties are Hot Dpicy Blues and Guacamole. This brand is healthy and organic so you can enjoy the great taste without reservation. I just wish Amazon would stock more, too often they are sold out!!!",246,40,POSITIVE,0.9992412328720093
A106ZCP7RSXMRU,305195,2,5,"We only buy organic natural foods without any hydrogenated oil or MSG. These chips are the best we have ever tried. We like the other Garden of Eatin' flavors we have ordered, but these hot spicy blues are the best. Truly if you like spicy you will crave these and nothing else will do. Even our 9-yr-old loves them! As of this writing we are down to 1 bag and they are currently unavailable - Amazon, please BRING THESE BACK!",426,40,POSITIVE,0.9956971406936646
A106ZCP7RSXMRU,333867,2,5,"We love Garden of Eatin' chips. Our favorites varieties are Hot Dpicy Blues and Guacamole. This brand is healthy and organic so you can enjoy the great taste without reservation. I just wish Amazon would stock more, too often they are sold out!!!",246,40,POSITIVE,0.9992412328720093
A106ZCP7RSXMRU,333905,2,5,"We only buy organic natural foods without any hydrogenated oil or MSG. These chips are the best we have ever tried. We like the other Garden of Eatin' flavors we have ordered, but these hot spicy blues are the best. Truly if you like spicy you will crave these and nothing else will do. Even our 9-yr-old loves them! As of this writing we are down to 1 bag and they are currently unavailable - Amazon, please BRING THESE BACK!",426,40,POSITIVE,0.9956971406936646
A106ZCP7RSXMRU,348458,2,5,"We love Garden of Eatin' chips. Our favorites varieties are Hot Dpicy Blues and Guacamole. This brand is healthy and organic so you can enjoy the great taste without reservation. I just wish Amazon would stock more, too often they are sold out!!!",246,40,POSITIVE,0.9992412328720093
A106ZCP7RSXMRU,348496,2,5,"We only buy organic natural foods without any hydrogenated oil or MSG. These chips are the best we have ever tried. We like the other Garden of Eatin' flavors we have ordered, but these hot spicy blues are the best. Truly if you like spicy you will crave these and nothing else will do. Even our 9-yr-old loves them! As of this writing we are down to 1 bag and they are currently unavailable - Amazon, please BRING THESE BACK!",426,40,POSITIVE,0.9956971406936646
A106ZCP7RSXMRU,354341,7,4,"The cans are small with all Fancy Feast, but this is ideal for feeding a kitten. We had a mama cat have a litter of kittens. When it was time for the kittens to try food, we mixed this with kitten formula (available at pet stores) and they all loved it. Mama really enjoyed it too!",281,40,POSITIVE,0.9997742772102356
A106ZCP7RSXMRU,381071,3,5,"This is excellent pasta! We eat this at least once per week. It cooks perfectly every time, never becomes mushy even if you forget and cook it too long. The Angel Hair cooks fast! The taste is fresh and delicious even with just a bit of olive oil and salt. Our favorite is to toss it with alfredo sauce and top it with salmon. Also excellent with some sauteed vegies and melted cheese. Tastes just as good the next day reheated. We love this organic pasta, it is a pantry staple for our family!",494,40,POSITIVE,0.9998224377632141
A106ZCP7RSXMRU,389354,3,5,"I tried this soup because it has no MSG. This soup tastes great. The clams are tender and the creamy soup has a good texture. No can opener needed to open! Makes a very satisfying lunch on a cold day. Add a handful of shredded cheddar cheese, and it is perfect.",261,40,POSITIVE,0.9998052716255188
A106ZCP7RSXMRU,410845,2,5,"We love Garden of Eatin' chips. Our favorites varieties are Hot Dpicy Blues and Guacamole. This brand is healthy and organic so you can enjoy the great taste without reservation. I just wish Amazon would stock more, too often they are sold out!!!",246,40,POSITIVE,0.9992412328720093
A106ZCP7RSXMRU,410883,2,5,"We only buy organic natural foods without any hydrogenated oil or MSG. These chips are the best we have ever tried. We like the other Garden of Eatin' flavors we have ordered, but these hot spicy blues are the best. Truly if you like spicy you will crave these and nothing else will do. Even our 9-yr-old loves them! As of this writing we are down to 1 bag and they are currently unavailable - Amazon, please BRING THESE BACK!",426,40,POSITIVE,0.9956971406936646
A106ZCP7RSXMRU,422747,2,5,"We love Garden of Eatin' chips. Our favorites varieties are Hot Dpicy Blues and Guacamole. This brand is healthy and organic so you can enjoy the great taste without reservation. I just wish Amazon would stock more, too often they are sold out!!!",246,40,POSITIVE,0.9992412328720093
A106ZCP7RSXMRU,422785,2,5,"We only buy organic natural foods without any hydrogenated oil or MSG. These chips are the best we have ever tried. We like the other Garden of Eatin' flavors we have ordered, but these hot spicy blues are the best. Truly if you like spicy you will crave these and nothing else will do. Even our 9-yr-old loves them! As of this writing we are down to 1 bag and they are currently unavailable - Amazon, please BRING THESE BACK!",426,40,POSITIVE,0.9956971406936646
A106ZCP7RSXMRU,541669,2,5,"We love Garden of Eatin' chips. Our favorites varieties are Hot Dpicy Blues and Guacamole. This brand is healthy and organic so you can enjoy the great taste without reservation. I just wish Amazon would stock more, too often they are sold out!!!",246,40,POSITIVE,0.9992412328720093
A106ZCP7RSXMRU,541707,2,5,"We only buy organic natural foods without any hydrogenated oil or MSG. These chips are the best we have ever tried. We like the other Garden of Eatin' flavors we have ordered, but these hot spicy blues are the best. Truly if you like spicy you will crave these and nothing else will do. Even our 9-yr-old loves them! As of this writing we are down to 1 bag and they are currently unavailable - Amazon, please BRING THESE BACK!",426,40,POSITIVE,0.9956971406936646
A106ZCP7RSXMRU,553609,1,5,"I eat these for breakfast a lot with my morning coffee. The peanut butter is by far my favorite flavor. My cat waits for me to finish so she can lick the inside of the wrapper (not kidding!) for any peanut butter. I read labels and this contains no hydrogenated oil. I keep one in my purse and in my desk, and our kids backpack for a reasonably healthy snack. Excellent choice for hiking too.",392,40,POSITIVE,0.8693382143974304
A106ZCP7RSXMRU,559331,2,5,"We love Garden of Eatin' chips. Our favorites varieties are Hot Dpicy Blues and Guacamole. This brand is healthy and organic so you can enjoy the great taste without reservation. I just wish Amazon would stock more, too often they are sold out!!!",246,40,POSITIVE,0.9992412328720093
A106ZCP7RSXMRU,559369,2,5,"We only buy organic natural foods without any hydrogenated oil or MSG. These chips are the best we have ever tried. We like the other Garden of Eatin' flavors we have ordered, but these hot spicy blues are the best. Truly if you like spicy you will crave these and nothing else will do. Even our 9-yr-old loves them! As of this writing we are down to 1 bag and they are currently unavailable - Amazon, please BRING THESE BACK!",426,40,POSITIVE,0.9956971406936646
A1080SE9X3ECK0,10341,1,5,"i can no longer find these in our local stores.my whole family loves these.my kids love to hear them ""pop"".the taste is very good.we prefer these over popcorn.very happy to find these.I will buy more!!",201,36,POSITIVE,0.9998573064804077
A1080SE9X3ECK0,53082,3,5,"after reading some reviews i was skeptical,but decided to take a chance as we use a lot of mayo. i am glad i took a chance,the taste and quality is excellent.the mayo showed very little separation of ingrediants due to shipping, one shake of the bottle and thats all it took to recombine what lttle was seperated.has  a very good experation date.the plastic bottles gave us no problems,i will order again,",405,36,POSITIVE,0.9839155077934265
A1080SE9X3ECK0,68411,1,5,"i can no longer find these in our local stores.my whole family loves these.my kids love to hear them ""pop"".the taste is very good.we prefer these over popcorn.very happy to find these.I will buy more!!",201,36,POSITIVE,0.9998573064804077
A1080SE9X3ECK0,80678,1,5,"when I made these scones they have a hint of vanilla,my family really likes vanilla so i added an extra 1/2 teaspoon of vanilla flavoring,also made a slight ""dent"" in top of scone befor baking and added just a littles strawberry jam.the results were a mouth watering delious scone,very moist ,very good taste,will buy again.",324,36,POSITIVE,0.9977905750274658
A1080SE9X3ECK0,84118,1,5,"If you want a true jalapeno,taste look no futher,we love these!! can use them in so many ways,we have opened a can and even put them on subs and sanwiches,i also used the in making spanish chicken and beef dishes!! will buy again!",230,36,POSITIVE,0.9987670183181763
A1080SE9X3ECK0,90429,1,5,"this brand of spaish rice is very good,quality taste,easy side dish to fix,i will buy again.",92,36,POSITIVE,0.9994862079620361
A1080SE9X3ECK0,97737,2,5,"I had never tryed Nueva Del Sol organic coffee beans.But these beans are beyond my expectaions.these are medium bodied beans,the taste is very pleasing,smooth,not bitter,i will buy again.",187,36,POSITIVE,0.9990590214729309
A1080SE9X3ECK0,115643,1,5,"wow this macaroni salad is like eating homemade! i ordered this again just because of the superb taste,will buy again.",118,36,POSITIVE,0.9994063377380371
A1080SE9X3ECK0,141607,2,1,"this company apparently does not seal these bags well,therefor the coffee beans lose flavor,also bags are so poorly made that one actually came apart,coffee did not taste like colombian at all,",193,36,NEGATIVE,0.9998001456260681
A1080SE9X3ECK0,157217,5,5,"i ordered this for my husband who is a truck driver.he loves the taste and quality of this,easy,quick,for lunch,or whenever.will buy again.",139,36,POSITIVE,0.9997419714927673
A1080SE9X3ECK0,163901,2,4,"this mix makes a good pancake! reason for 4 stars it says ""blueberry"" well we saw a few in the mix however there was not a hint of blueberry taste even if you got one in your pancake, the mix does make a good texture pancake how ever.",234,36,POSITIVE,0.9976516366004944
A1080SE9X3ECK0,170779,8,5,"I bought this to make chicken salad with.I am very happy with the quality of the taste,and texture,of this hormel canned chicken, it made a very tasty chicken salad.It was so good that there was none left!! i used two cans of this chicken and added two chopped boiled eggs along with diced pickles and mayo.I will buy this product again!",337,36,POSITIVE,0.9997839331626892
A1080SE9X3ECK0,179240,2,5,"my family really enjoys this hamburger helper.to us it has an excellent taste.the cheese flavor is great.to us the""baked"" potato part has the baked potato taste.""note"" it does take a little longer for the potato part to cook to be tender,HOWEVER its well worth the wait.we will buy again.",288,36,POSITIVE,0.9994893074035645
A1080SE9X3ECK0,192812,1,5,"I was skeptcial of this spice,however i am always searching for new ways to spice up meats and meals.LOOK no more this spice is awesome!! i used it  in meat i was using to make fajitas.i used about 1/2 teaspoon to one and half pounds of shreaded beef.that small amont really gave the meat a very differnt  very good taste.while the container of this spice did not suggest this,i am more than pleased with the quality of the taste of this spice.",444,36,POSITIVE,0.9996253252029419
A1080SE9X3ECK0,196336,4,5,"wow to be a canned gravy,this is very tasty.not to salty,just right.very good over biscuts,toast or scrambled eggs,great for making a quick tasty breakfast!!has good amount of sausage in the gravy. we love this gravy.i will buy this again.",239,36,POSITIVE,0.9997691512107849
A1080SE9X3ECK0,214581,2,5,"i found this candy to have a true taste of coffee,the center of this candy truly has esspresso in it,its a delightful candy.a great pick me up.i can not find this in local stores,the price on amazon is excellent!! i will buy again as well as i will try the other flavors of this brand.if you really like the taste of coffee and espresso you will enjoy rthis candy!!",365,36,POSITIVE,0.999771773815155
A1080SE9X3ECK0,218877,17,5,I truly was surprized at the excellent quality taste of this syrup!! very good! and the price is very low compared to others.I will buy this again!!,148,36,POSITIVE,0.9993078708648682
A1080SE9X3ECK0,241419,1,5,has a super taste to be a microwave product! these are high on my family list!,78,36,POSITIVE,0.9983541965484619
A1080SE9X3ECK0,262629,3,5,"first i was impressed that the mix has strawberries actually in the mix,(dried) when i opened the can of mix you could smell the strawberry aroma,simple to make,the taste is unbeatable,i will buy again,my children enjoyed these with syrup the first time the second time we added fresh strawberries on top with whipped cream!!",325,36,POSITIVE,0.9992341995239258
A1080SE9X3ECK0,264765,1,4,"i have used other coating mixes and truly can say this is the best! i have used this on chicken,chops,and even on steak!! its a hit any way i have used it.the chicken way is a favorite,the spices are excellent,just right.the meat has always came out juicy,flavorful,and tender,i have ordered this twice,i will be buying more soon.!",331,36,POSITIVE,0.9998574256896973
A1080SE9X3ECK0,278168,1,5,"My children are picky veggies eaters! however they love these libbys green beans.So do the adults in the house.they are tender,not overly cooked.price is great,we will buy again.",178,36,POSITIVE,0.9996820688247681
A1080SE9X3ECK0,319267,6,5,"this brand of tamales is by far the best tasing that we have tryed.supberb taste,not greasy,very filling,we had these over rice,it was a good fast meal.i will buy again.",169,36,POSITIVE,0.9993788003921509
A1080SE9X3ECK0,349830,2,5,"my whole family enjoys the fresh fruitty taste,of these gummy worms, these are also a great addition on top of an frosted cupcake!! i also curled one ontop of a pudding cup.my children love these any way i give them to them,.i will buy again!",242,36,POSITIVE,0.9997134804725647
A1080SE9X3ECK0,365111,1,2,has some what of a bitter taste.does not quite compare to other hawaiian blends i have tryed.,93,36,NEGATIVE,0.9972959160804749
A1080SE9X3ECK0,399124,2,5,"this crunchy granola is the best tasting,that i have had in a long time,cruchy clusters with a hint of honey and hazel nut flavor,plus the great taste of strawberries and rasberries.great as a healthy breakfast or snack,pluse put a little of this on vanilla yougurt!!! it will leave you wanting more,i will buy again.",317,36,POSITIVE,0.9997724890708923
A1080SE9X3ECK0,407311,2,5,"this jerky medallions are extremely good,the texture of this jerky is perfect.there is a slightly sweet taste,combined with a  very light pepper taste,these are by no means ""hot"",my children love these.(so do I).I will buy again.",229,36,POSITIVE,0.9998200535774231
A1080SE9X3ECK0,407312,2,5,"these jerky medallions,are of very fresh taste! the flavor more than met our taste ""buds"" expectaions! the size is great for a quick snack on the go.they are so good that we could not eat just ""one"".these are a very good deal in price.",235,36,POSITIVE,0.9998407363891602
A1080SE9X3ECK0,424729,6,5,"My kids love these!!The first bites brought smiles and""YUMS"".I also really like and enjoy this mix!The quality of the tasty fruit is much better than i thought it would be! this fruit is not to hard or to soft.Its perfect for snacks,treats or just because!! Plus there is vitamin A,c,calcium and iron.Also this is not overly sweet either! I will buy this again!!",362,36,POSITIVE,0.9997648596763611
A1080SE9X3ECK0,440528,1,5,my dog loves these treats.he prefers these over any others that i have bought for him.,86,36,POSITIVE,0.9941389560699463
A1080SE9X3ECK0,475187,2,5,we love these as a snack.also i dropped a couple in jello cups! my kids had fun eating down the jello to get to the fish! lol i love the flavor of these my self. they also make a great decoration on cupcakes and cakes as well.i will buy these again.,249,36,POSITIVE,0.9997159838676453
A1080SE9X3ECK0,500254,1,5,"i was a little unsure if i would like this creamer. i was WRONG,its a slightly sweet creamer.i find it to be very appealing to my taste!",136,36,POSITIVE,0.9995455145835876
A1080SE9X3ECK0,505195,1,1,"when i first opened these i thought they did not smell good,after my dog ate a couple,she became ill.i will not buy them again.",127,36,NEGATIVE,0.9995517134666443
A1080SE9X3ECK0,526457,1,5,"I made these according to directions,these are moist and very tasty,i spread one teaspoonful of lowfat cream cheese on top of one,which added a very yummy taste to it,.<br />my kids love tham either way so do i.",211,36,POSITIVE,0.99953293800354
A1080SE9X3ECK0,528375,2,5,"these three cheese potaoes are a family favorite of ours.the cheese sauce is creamy and excellent quality taste. i use my microwave to make these.the potatoes cook up to be tender, my kids love it when i but bacon in these to.",226,36,POSITIVE,0.9996501207351685
A1080SE9X3ECK0,528385,1,5,"my first time at buying this flavor.my family all commented on the surperb,taste.this is a ""peach"" of a deal.easy to make,a very good treat for all ages,i will buy again.",170,36,POSITIVE,0.9997856020927429
A1080SE9X3ECK0,548505,3,5,"this flan is the very best i have had!! we loved the carmel in this.also the delightful taste of the flan pudding,the price of this is so much lower when purchased on amazon compared to local stores,",199,36,POSITIVE,0.9420925974845886
A10PJEHY3JKKQG,33947,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,40537,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,101095,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,102968,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,117504,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,155701,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,178279,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,198463,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,212680,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,293895,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,299484,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,300950,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,333545,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,352032,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,357204,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,357803,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,360771,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,379462,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,380547,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,381302,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,386272,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,484356,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,486629,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,503249,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A10PJEHY3JKKQG,530705,3,1,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money.",124,25,NEGATIVE,0.9997871518135071
A11UPNFYDICF3C,41484,1,5,"Our dogs love them, but they seem a little tougher to chew than the ones with the apple wrapped inside.<br />We decided to give them a try, because our girls really love bananas. Would purchase again and recommend!<br />Love the large bag also!",244,22,POSITIVE,0.9982950091362
A11UPNFYDICF3C,95625,1,5,"We truly enjoy these chips, and were delighted to find them on sale at Amazon! We experienced a great savings over the healthier, food choices aisle price, of our grocery. They are not greasy, or overly salted, but absolutely delicious! A great, heart healthier option, that still has great potato chip taste! Also holds up fantastic with dips! :)",347,22,POSITIVE,0.9998646974563599
A11UPNFYDICF3C,105672,1,5,"This served as an amazing TEA gift for many. I was able to sample the Christmas Tea myself, and it quickly disappeared. Would love to see more like it offered. No disappointments here.",184,22,POSITIVE,0.994024932384491
A11UPNFYDICF3C,123007,1,5,"We truly enjoy these chips, and were delighted to find them on sale at Amazon! We experienced a great savings over the healthier, food choices aisle price, of our grocery. They are not greasy, or overly salted, but absolutely delicious! A great, heart healthier option, that still has great potato chip taste! Also holds up fantastic with dips! :)",347,22,POSITIVE,0.9998646974563599
A11UPNFYDICF3C,129176,1,5,"Our pups just love these snacks, and we feel good about giving them to them<br />too!  The perfect size and not too hard like some dog treats for small dogs!<br />I love how you can see the oats in them -- not junky, fatty fillers!",231,22,POSITIVE,0.9998557567596436
A11UPNFYDICF3C,152008,1,5,"Our dogs love them, but they seem a little tougher to chew than the ones with the apple wrapped inside.<br />We decided to give them a try, because our girls really love bananas. Would purchase again and recommend!<br />Love the large bag also!",244,22,POSITIVE,0.9982950091362
